取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/12/09 20:47:54,"5,282",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000499
2025/12/11 15:10:22,-,4,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000501
2025/12/11 15:10:22,814,-,-,-,-,日本,支払い,交通系ICチャージ,PayPay残高,-,本人,05012200000501
2025/12/12 07:35:37,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000475
2025/12/12 17:07:38,-,4,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000502
2025/12/12 17:07:38,454,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000502
2025/12/13 08:39:09,-,4,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000503
2025/12/13 08:39:09,908,-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPay残高,-,本人,05012200000503
2025/12/13 17:29:06,-,13,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000504
2025/12/13 17:29:06,"1,363",-,-,-,-,日本,支払い,すき家 - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000504
2025/12/14 11:35:05,-,16,-,-,-,日本,ポイント、残高の獲得,スシロー - 大通り店,PayPayポイント,-,本人,05012200000507
2025/12/14 11:35:05,"3,258",-,-,-,-,日本,支払い,スシロー - 大通り店,クレジット Mastercard 0000,ー回払い,本人,05012200000507
2025/12/14 20:13:56,-,3,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000506
2025/12/14 20:13:56,765,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000506
2025/12/14 22:06:09,-,3,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000505
2025/12/14 22:06:09,799,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000505
2025/12/15 08:07:02,-,13,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000510
2025/12/15 08:07:02,"2,627",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPayあと払い,-,本人,05012200000510
2025/12/15 13:04:08,-,21,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000509
2025/12/15 13:04:08,"4,243",-,-,-,-,日本,支払い,イオン - 中央店,クレジット Mastercard 0000,ー回払い,本人,05012200000509
2025/12/15 14:52:23,"5,001",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000477
2025/12/15 15:55:45,-,20,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000508
2025/12/15 15:55:45,"1,384",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPay残高,-,本人,05012200000508
2025/12/16 07:41:55,-,13,-,-,-,日本,ポイント、残高の獲得,タイムズ 中央第2,PayPayポイント,-,本人,05012200000513
2025/12/16 07:41:55,"1,353",-,-,-,-,日本,支払い,タイムズ 中央第2,クレジット Mastercard 0000,ー回払い,本人,05012200000513
2025/12/16 13:46:49,-,1,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000511
2025/12/16 13:46:49,358,-,-,-,-,日本,支払い,ファミリーマート 本町店,クレジット Mastercard 0000,ー回払い,本人,05012200000511
2025/12/16 13:47:23,-,7,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000512
2025/12/16 13:47:23,706,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000512
2025/12/17 11:10:37,-,16,-,-,-,日本,ポイント、残高の獲得,ウエルシア薬局 中央店,PayPayポイント,-,本人,05012200000514
2025/12/17 11:10:37,"3,326",-,-,-,-,日本,支払い,ウエルシア薬局 中央店,PayPay残高,-,本人,05012200000514
2025/12/18 13:45:37,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000473
2025/12/19 10:22:52,-,10,-,-,-,日本,ポイント、残高の獲得,マツモトキヨシ - 東口店,PayPayポイント,-,本人,05012200000516
2025/12/19 10:22:52,"1,005",-,-,-,-,日本,支払い,マツモトキヨシ - 東口店,PayPay残高,-,本人,05012200000516
2025/12/19 16:46:56,-,5,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000515
2025/12/19 16:46:56,"1,124",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000515
2025/12/21 17:09:00,"11,768",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000476
2025/12/23 07:46:59,-,"30,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000479
2025/12/24 10:59:19,-,54,-,-,-,日本,ポイント、残高の獲得,マツモトキヨシ - 東口店,PayPayポイント,-,本人,05012200000519
2025/12/24 10:59:19,"3,641",-,-,-,-,日本,支払い,マツモトキヨシ - 東口店,PayPay残高,-,本人,05012200000519
2025/12/24 19:42:51,-,17,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000518
2025/12/24 19:42:51,"3,475",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000518
2025/12/24 21:56:26,-,10,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000517
2025/12/24 21:56:26,"1,077",-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,PayPayあと払い,-,本人,05012200000517
2025/12/25 19:54:04,-,13,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000520
2025/12/25 19:54:04,895,-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPayあと払い,-,本人,05012200000520
2025/12/26 11:26:13,-,6,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000521
2025/12/26 11:26:13,459,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPayあと払い,-,本人,05012200000521
2025/12/27 10:21:12,-,3,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000522
2025/12/27 10:21:12,686,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000522
2025/12/29 12:38:07,-,10,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000524
2025/12/29 12:38:07,728,-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPay残高,-,本人,05012200000524
2025/12/29 15:28:53,-,3,-,-,-,日本,ポイント、残高の獲得,セブン-イレブン 中央一丁目店,PayPayポイント,-,本人,05012200000523
2025/12/29 15:28:53,398,-,-,-,-,日本,支払い,セブン-イレブン 中央一丁目店,クレジット Mastercard 0000,ー回払い,本人,05012200000523
2025/12/30 15:10:47,-,2,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000526
2025/12/30 15:10:47,588,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,クレジット Mastercard 0000,ー回払い,本人,05012200000526
2025/12/30 20:30:53,-,7,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000525
2025/12/30 20:30:53,721,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000525
2026/01/01 14:13:11,-,10,-,-,-,日本,ポイント、残高の獲得,マクドナルド 西口店,PayPayポイント,-,本人,05012200000535
2026/01/01 14:13:11,724,-,-,-,-,日本,支払い,マクドナルド 西口店,PayPayあと払い,-,本人,05012200000535
2026/01/02 19:55:07,-,38,-,-,-,日本,ポイント、残高の獲得,ユニクロ - 大通り店,PayPayポイント,-,本人,05012200000536
2026/01/02 19:55:07,"2,536",-,-,-,-,日本,支払い,ユニクロ - 大通り店,クレジット Mastercard 0000,ー回払い,本人,05012200000536
2026/01/03 07:38:22,-,40,-,-,-,日本,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,本人,05012200000540
2026/01/03 07:38:22,"8,166",-,-,-,-,日本,支払い,Amazon.co.jp,PayPay残高,-,本人,05012200000540
2026/01/03 10:30:03,-,46,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000541
2026/01/03 10:30:03,"4,671",-,-,-,-,日本,支払い,Yahoo!ショッピング,クレジット Mastercard 0000,ー回払い,本人,05012200000541
2026/01/03 14:58:48,-,11,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000539
2026/01/03 14:58:48,786,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000539
2026/01/03 18:36:41,-,25,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000538
2026/01/03 18:36:41,"5,019",-,-,-,-,日本,支払い,イオン - 中央店,PayPayあと払い,-,本人,05012200000538
2026/01/03 20:04:26,-,"20,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000533
2026/01/03 21:51:42,-,4,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000537
2026/01/03 21:51:42,995,-,-,-,-,日本,支払い,ローソン - 駅前店,クレジット Mastercard 0000,ー回払い,本人,05012200000537
2026/01/08 07:34:57,"1,590",-,-,-,-,日本,支払い,Netflix,クレジット Mastercard 0000,ー回払い,本人,05012200000528
2026/01/08 17:15:54,-,10,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000542
2026/01/08 17:15:54,"2,151",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPayあと払い,-,本人,05012200000542
2026/01/09 12:08:38,-,84,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000543
2026/01/09 12:08:38,"5,603",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000543
2026/01/09 18:19:38,"4,957",-,-,-,-,日本,支払い,水道料金 請求書払い,PayPay残高,-,本人,05012200000532
2026/01/09 22:18:39,-,5,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000544
2026/01/09 22:18:39,"1,077",-,-,-,-,日本,支払い,交通系ICチャージ,PayPay残高,-,本人,05012200000544
2026/01/10 09:11:59,-,69,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000545
2026/01/10 09:11:59,"4,656",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000545
2026/01/10 13:13:22,-,20,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000546
2026/01/10 13:13:22,"1,384",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPayあと払い,-,本人,05012200000546
2026/01/12 11:53:12,-,9,-,-,-,日本,ポイント、残高の獲得,ダイソー - 中央店,PayPayポイント,-,本人,05012200000547
2026/01/12 11:53:12,666,-,-,-,-,日本,支払い,ダイソー - 中央店,PayPay残高,-,本人,05012200000547
2026/01/12 11:54:41,980,-,-,-,-,日本,支払い,Spotify,クレジット Mastercard 0000,ー回払い,本人,05012200000529
2026/01/13 19:07:26,-,4,-,-,-,日本,ポイント、残高の獲得,ドトールコーヒーショップ - 東口店,PayPayポイント,-,本人,05012200000548
2026/01/13 19:07:26,327,-,-,-,-,日本,支払い,ドトールコーヒーショップ - 東口店,PayPay残高,-,本人,05012200000548
2026/01/14 16:20:08,-,2,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000549
2026/01/14 16:20:08,470,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,クレジット Mastercard 0000,ー回払い,本人,05012200000549
2026/01/15 15:39:56,"3,938",-,-,-,-,日本,支払い,ガス料金 請求書払い,PayPay残高,-,本人,05012200000531
2026/01/17 21:16:34,-,2,-,-,-,日本,ポイント、残高の獲得,タイムズ 中央第2,PayPayポイント,-,本人,05012200000550
2026/01/17 21:16:34,194,-,-,-,-,日本,支払い,タイムズ 中央第2,PayPay残高,-,本人,05012200000550
2026/01/18 12:53:08,"4,378",-,-,-,-,日本,支払い,ソフトバンク 携帯料金,クレジット Mastercard 0000,ー回払い,本人,05012200000527
2026/01/18 13:44:14,-,26,-,-,-,日本,ポイント、残高の獲得,ドン・キホーテ - 大通り店,PayPayポイント,-,本人,05012200000551
2026/01/18 13:44:14,"2,647",-,-,-,-,日本,支払い,ドン・キホーテ - 大通り店,PayPayあと払い,-,本人,05012200000551
2026/01/18 21:13:10,-,10,-,-,-,日本,ポイント、残高の獲得,交通系ICチャージ,PayPayポイント,-,本人,05012200000552
2026/01/18 21:13:10,"1,042",-,-,-,-,日本,支払い,交通系ICチャージ,PayPay残高,-,本人,05012200000552
2026/01/19 08:49:59,-,8,-,-,-,日本,ポイント、残高の獲得,スターバックス コーヒー - 駅ビル店,PayPayポイント,-,本人,05012200000554
2026/01/19 08:49:59,547,-,-,-,-,日本,支払い,スターバックス コーヒー - 駅ビル店,PayPay残高,-,本人,05012200000554
2026/01/19 15:22:54,-,11,-,-,-,日本,ポイント、残高の獲得,QBハウス - 駅前店,PayPayポイント,-,本人,05012200000555
2026/01/19 15:22:54,"1,134",-,-,-,-,日本,支払い,QBハウス - 駅前店,PayPayあと払い,-,本人,05012200000555
2026/01/19 19:00:53,-,28,-,-,-,日本,ポイント、残高の獲得,ドン・キホーテ - 大通り店,PayPayポイント,-,本人,05012200000553
2026/01/19 19:00:53,"5,727",-,-,-,-,日本,支払い,ドン・キホーテ - 大通り店,PayPay残高,-,本人,05012200000553
2026/01/21 20:30:55,"11,481",-,-,-,-,日本,支払い,電気料金 請求書払い,PayPay残高,-,本人,05012200000530
2026/01/23 14:28:51,-,"30,000",-,-,-,日本,チャージ,PayPay,PayPay残高,-,本人,05012200000534
2026/01/25 12:42:08,-,9,-,-,-,日本,ポイント、残高の獲得,ブックオフ - 大通り店,PayPayポイント,-,本人,05012200000557
2026/01/25 12:42:08,"1,953",-,-,-,-,日本,支払い,ブックオフ - 大通り店,PayPay残高,-,本人,05012200000557
2026/01/25 16:20:19,-,6,-,-,-,日本,ポイント、残高の獲得,丸亀製麺 本町,PayPayポイント,-,本人,05012200000556
2026/01/25 16:20:19,"1,301",-,-,-,-,日本,支払い,丸亀製麺 本町,PayPay残高,-,本人,05012200000556
2026/01/26 10:39:33,-,22,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000558
2026/01/26 10:39:33,"4,594",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000558
2026/01/27 10:16:46,-,10,-,-,-,日本,ポイント、残高の獲得,業務スーパー 中央二丁目店,PayPayポイント,-,本人,05012200000560
2026/01/27 10:16:46,"2,004",-,-,-,-,日本,支払い,業務スーパー 中央二丁目店,PayPayあと払い,-,本人,05012200000560
2026/01/27 17:00:35,-,2,-,-,-,日本,ポイント、残高の獲得,ファミリーマート 本町店,PayPayポイント,-,本人,05012200000559
2026/01/27 17:00:35,425,-,-,-,-,日本,支払い,ファミリーマート 本町店,PayPay残高,-,本人,05012200000559
2026/01/27 20:00:50,-,15,-,-,-,日本,ポイント、残高の獲得,すき家 - 東口店,PayPayポイント,-,本人,05012200000561
2026/01/27 20:00:50,"1,527",-,-,-,-,日本,支払い,すき家 - 東口店,PayPay残高,-,本人,05012200000561
2026/01/29 09:37:34,-,5,-,-,-,日本,ポイント、残高の獲得,ローソン - 駅前店,PayPayポイント,-,本人,05012200000562
2026/01/29 09:37:34,514,-,-,-,-,日本,支払い,ローソン - 駅前店,PayPay残高,-,本人,05012200000562
2026/01/29 14:41:58,-,19,-,-,-,日本,ポイント、残高の獲得,イオン - 中央店,PayPayポイント,-,本人,05012200000563
2026/01/29 14:41:58,"1,944",-,-,-,-,日本,支払い,イオン - 中央店,PayPay残高,-,本人,05012200000563
2026/01/30 20:29:45,-,40,-,-,-,日本,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,本人,05012200000564
